sci_id, tp, age, actual_returns,0,1,2,3,4,5
45,10,6,62.8,42,-1,-1,-1,-1,-1
46,10,6,35.6,5,74,-1,-1,-1,-1
47,10,6,73.6,32,26,46,-1,-1,-1
48,10,5,73.0,44,-1,-1,-1,-1,-1
49,10,5,72.5,66,-1,-1,-1,-1,-1
50,10,5,42.0,52,37,-1,-1,-1,-1
51,10,5,86.5,20,38,41,-1,-1,-1
52,10,5,30.5,72,24,-1,-1,-1,-1
53,10,5,71.5,18,52,37,38,-1,-1
54,10,5,12.0,55,-1,-1,-1,-1,-1
55,10,5,75.0,66,-1,-1,-1,-1,-1
56,10,5,77.5,12,14,31,-1,-1,-1
57,10,5,76.0,71,-1,-1,-1,-1,-1
58,10,5,78.5,37,55,-1,-1,-1,-1
59,10,5,78.0,32,52,38,-1,-1,-1
60,10,5,52.0,65,-1,-1,-1,-1,-1
61,10,4,63.0,61,-1,-1,-1,-1,-1
62,10,4,97.2,64,-1,-1,-1,-1,-1
63,10,4,41.6,2,73,-1,-1,-1,-1
64,10,4,88.2,51,56,42,-1,-1,-1
65,10,4,42.6,73,43,-1,-1,-1,-1
66,10,4,49.2,17,72,-1,-1,-1,-1
67,10,4,69.4,19,69,-1,-1,-1,-1
68,10,3,74.5,17,54,-1,-1,-1,-1
69,10,3,64.3,8,75,-1,-1,-1,-1
70,10,3,48.1,66,-1,-1,-1,-1,-1
71,10,3,57.8,49,43,-1,-1,-1,-1
72,10,3,62.8,50,-1,-1,-1,-1,-1
73,10,3,98.0,68,-1,-1,-1,-1,-1
74,10,3,74.1,22,55,-1,-1,-1,-1
75,10,3,114.8,59,-1,-1,-1,-1,-1
76,10,3,109.2,52,54,-1,-1,-1,-1
77,10,3,105.0,35,-1,-1,-1,-1,-1
78,10,2,125.6,65,-1,-1,-1,-1,-1
79,10,2,123.2,54,62,-1,-1,-1,-1
80,10,2,60.2,17,30,-1,-1,-1,-1
81,10,2,111.0,65,42,-1,-1,-1,-1
82,10,2,81.0,58,30,-1,-1,-1,-1
83,10,2,110.6,63,-1,-1,-1,-1,-1
84,10,2,91.8,58,62,-1,-1,-1,-1
85,10,2,132.0,50,71,-1,-1,-1,-1
86,10,2,102.8,44,-1,-1,-1,-1,-1
87,10,2,96.0,58,-1,-1,-1,-1,-1
88,10,2,97.8,17,47,-1,-1,-1,-1
89,10,1,78.5,36,37,53,-1,-1,-1
90,10,1,87.1,52,54,-1,-1,-1,-1
91,10,1,96.3,50,-1,-1,-1,-1,-1
92,10,1,137.7,71,-1,-1,-1,-1,-1
93,10,1,154.8,68,-1,-1,-1,-1,-1
94,10,1,111.8,39,56,-1,-1,-1,-1
95,10,1,90.1,48,45,30,-1,-1,-1
96,10,0,96.0,65,-1,-1,-1,-1,-1
97,10,0,87.0,35,-1,-1,-1,-1,-1
98,10,0,110.0,69,-1,-1,-1,-1,-1
99,10,0,110.0,44,-1,-1,-1,-1,-1
100,10,0,101.0,73,-1,-1,-1,-1,-1
101,10,0,101.0,64,-1,-1,-1,-1,-1
102,10,0,90.0,49,46,-1,-1,-1,-1
103,10,0,77.0,4,24,-1,-1,-1,-1
39,11,7,47.1,33,26,14,-1,-1,-1
40,11,7,42.0,35,62,-1,-1,-1,-1
41,11,7,46.2,39,7,24,13,-1,-1
42,11,7,46.2,60,-1,-1,-1,-1,-1
43,11,7,45.6,75,-1,-1,-1,-1,-1
44,11,7,6.5,63,-1,-1,-1,-1,-1
45,11,7,47.1,42,-1,-1,-1,-1,-1
46,11,7,14.2,66,-1,-1,-1,-1,-1
47,11,7,24.2,83,5,-1,-1,-1,-1
48,11,6,58.4,40,44,-1,-1,-1,-1
49,11,6,58.0,66,-1,-1,-1,-1,-1
50,11,6,34.6,52,53,37,-1,-1,-1
51,11,6,69.2,20,38,41,-1,-1,-1
52,11,6,55.6,63,-1,-1,-1,-1,-1
53,11,6,57.2,18,37,38,-1,-1,-1
54,11,6,60.0,36,55,-1,-1,-1,-1
55,11,6,60.0,66,-1,-1,-1,-1,-1
56,11,6,62.0,6,12,14,31,-1,-1
57,11,6,60.8,36,71,-1,-1,-1,-1
58,11,6,62.8,37,55,46,-1,-1,-1
59,11,6,62.4,32,52,38,-1,-1,-1
60,11,6,26.8,61,-1,-1,-1,-1,-1
61,11,5,72.5,61,-1,-1,-1,-1,-1
62,11,5,28.0,83,30,-1,-1,-1,-1
63,11,5,34.0,2,79,-1,-1,-1,-1
64,11,5,30.5,87,42,-1,-1,-1,-1
65,11,5,65.5,73,-1,-1,-1,-1,-1
66,11,5,42.5,60,-1,-1,-1,-1,-1
67,11,5,94.5,69,-1,-1,-1,-1,-1
68,11,4,61.0,54,13,-1,-1,-1,-1
69,11,4,43.4,80,8,-1,-1,-1,-1
70,11,4,33.8,78,30,-1,-1,-1,-1
71,11,4,86.4,49,43,-1,-1,-1,-1
72,11,4,92.4,32,50,19,36,38,-1
73,11,4,39.0,53,76,-1,-1,-1,-1
74,11,4,85.8,3,22,55,27,-1,-1
75,11,4,50.4,59,76,-1,-1,-1,-1
76,11,4,93.6,52,54,-1,-1,-1,-1
77,11,4,68.0,17,79,-1,-1,-1,-1
78,11,3,109.9,67,-1,-1,-1,-1,-1
79,11,3,68.8,59,62,-1,-1,-1,-1
80,11,3,83.3,71,30,-1,-1,-1,-1
81,11,3,93.0,48,65,55,42,-1,-1
82,11,3,64.0,61,-1,-1,-1,-1,-1
83,11,3,123.9,63,-1,-1,-1,-1,-1
84,11,3,80.7,3,58,62,-1,-1,-1
85,11,3,89.5,50,88,-1,-1,-1,-1
86,11,3,67.7,84,11,-1,-1,-1,-1
87,11,3,112.0,48,58,-1,-1,-1,-1
88,11,3,85.2,33,17,-1,-1,-1,-1
89,11,2,65.0,37,71,-1,-1,-1,-1
90,11,2,68.2,73,-1,-1,-1,-1,-1
91,11,2,85.6,67,-1,-1,-1,-1,-1
92,11,2,96.4,71,43,-1,-1,-1,-1
93,11,2,137.6,68,-1,-1,-1,-1,-1
94,11,2,129.6,39,56,-1,-1,-1,-1
95,11,2,76.2,48,58,45,30,-1,-1
96,11,1,81.3,65,18,-1,-1,-1,-1
97,11,1,126.0,35,-1,-1,-1,-1,-1
98,11,1,97.2,85,69,-1,-1,-1,-1
99,11,1,69.7,61,-1,-1,-1,-1,-1
100,11,1,82.9,73,78,-1,-1,-1,-1
101,11,1,93.0,64,76,-1,-1,-1,-1
102,11,1,114.2,49,14,46,-1,-1,-1
103,11,1,108.5,4,78,-1,-1,-1,-1
104,11,0,96.0,79,-1,-1,-1,-1,-1
105,11,0,86.0,89,-1,-1,-1,-1,-1
106,11,0,113.0,63,-1,-1,-1,-1,-1
107,11,0,104.0,86,-1,-1,-1,-1,-1
108,11,0,77.0,65,42,-1,-1,-1,-1
109,11,0,133.0,77,-1,-1,-1,-1,-1
110,11,0,113.0,81,-1,-1,-1,-1,-1
111,11,0,83.0,69,-1,-1,-1,-1,-1
112,11,0,85.0,60,-1,-1,-1,-1,-1
113,11,0,123.0,73,-1,-1,-1,-1,-1
114,11,0,115.0,66,-1,-1,-1,-1,-1
115,11,0,132.0,87,-1,-1,-1,-1,-1
116,11,0,126.0,63,-1,-1,-1,-1,-1
117,11,0,109.0,72,-1,-1,-1,-1,-1
118,11,0,127.0,88,-1,-1,-1,-1,-1
48,12,7,43.8,40,44,-1,-1,-1,-1
49,12,7,43.5,66,-1,-1,-1,-1,-1
50,12,7,23.2,33,91,-1,-1,-1,-1
51,12,7,51.9,20,38,41,-1,-1,-1
52,12,7,41.7,72,-1,-1,-1,-1,-1
53,12,7,42.9,18,37,38,-1,-1,-1
54,12,7,45.0,36,55,-1,-1,-1,-1
55,12,7,30.0,76,-1,-1,-1,-1,-1
56,12,7,46.5,6,12,14,31,-1,-1
57,12,7,45.6,36,71,41,-1,-1,-1
58,12,7,5.1,6,93,-1,-1,-1,-1
59,12,7,46.8,32,52,38,-1,-1,-1
60,12,7,45.6,61,-1,-1,-1,-1,-1
61,12,6,34.0,9,93,-1,-1,-1,-1
62,12,6,64.8,83,-1,-1,-1,-1,-1
63,12,6,54.4,79,-1,-1,-1,-1,-1
64,12,6,58.8,87,-1,-1,-1,-1,-1
65,12,6,12.4,43,92,-1,-1,-1,-1
66,12,6,58.8,72,-1,-1,-1,-1,-1
67,12,6,75.6,69,61,-1,-1,-1,-1
68,12,5,36.5,54,25,13,-1,-1,-1
69,12,5,69.5,75,-1,-1,-1,-1,-1
70,12,5,71.5,78,-1,-1,-1,-1,-1
71,12,5,72.0,49,43,-1,-1,-1,-1
72,12,5,77.0,32,19,36,-1,-1,-1
73,12,5,70.0,76,-1,-1,-1,-1,-1
74,12,5,71.5,3,22,55,27,-1,-1
75,12,5,82.0,76,-1,-1,-1,-1,-1
76,12,5,18.0,52,92,-1,-1,-1,-1
77,12,5,75.0,79,-1,-1,-1,-1,-1
78,12,4,94.2,67,-1,-1,-1,-1,-1
79,12,4,53.4,71,62,-1,-1,-1,-1
80,12,4,66.4,71,27,30,-1,-1,-1
81,12,4,74.0,84,-1,-1,-1,-1,-1
82,12,4,84.0,61,-1,-1,-1,-1,-1
83,12,4,106.2,58,63,-1,-1,-1,-1
84,12,4,96.6,3,58,62,-1,-1,-1
85,12,4,99.0,88,-1,-1,-1,-1,-1
86,12,4,61.6,64,44,-1,-1,-1,-1
87,12,4,76.0,26,58,-1,-1,-1,-1
88,12,4,53.6,67,-1,-1,-1,-1,-1
89,12,3,101.5,36,53,37,71,-1,-1
90,12,3,62.3,77,-1,-1,-1,-1,-1
91,12,3,116.9,67,-1,-1,-1,-1,-1
92,12,3,84.1,77,-1,-1,-1,-1,-1
93,12,3,93.4,85,-1,-1,-1,-1,-1
94,12,3,84.4,53,39,56,-1,-1,-1
95,12,3,67.3,48,66,58,45,-1,-1
96,12,2,68.6,65,18,56,-1,-1,-1
97,12,2,66.0,77,-1,-1,-1,-1,-1
98,12,2,110.4,69,-1,-1,-1,-1,-1
99,12,2,82.4,76,-1,-1,-1,-1,-1
100,12,2,112.8,78,-1,-1,-1,-1,-1
101,12,2,112.0,76,-1,-1,-1,-1,-1
102,12,2,93.4,16,49,46,-1,-1,-1
103,12,2,132.0,78,-1,-1,-1,-1,-1
104,12,1,114.3,79,-1,-1,-1,-1,-1
105,12,1,79.8,80,-1,-1,-1,-1,-1
106,12,1,49.6,18,37,63,-1,-1,-1
107,12,1,130.5,86,-1,-1,-1,-1,-1
108,12,1,91.4,65,21,42,-1,-1,-1
109,12,1,140.4,77,-1,-1,-1,-1,-1
110,12,1,103.8,86,-1,-1,-1,-1,-1
111,12,1,66.3,84,-1,-1,-1,-1,-1
112,12,1,113.4,60,-1,-1,-1,-1,-1
113,12,1,102.7,73,42,-1,-1,-1,-1
114,12,1,98.7,72,-1,-1,-1,-1,-1
115,12,1,129.5,87,91,-1,-1,-1,-1
116,12,1,110.7,85,-1,-1,-1,-1,-1
117,12,1,94.2,87,72,-1,-1,-1,-1
118,12,1,137.7,88,-1,-1,-1,-1,-1
119,12,0,117.0,78,-1,-1,-1,-1,-1
120,12,0,90.0,67,-1,-1,-1,-1,-1
121,12,0,70.0,33,73,-1,-1,-1,-1
122,12,0,115.0,88,-1,-1,-1,-1,-1
123,12,0,76.0,61,-1,-1,-1,-1,-1
124,12,0,97.0,77,61,-1,-1,-1,-1
125,12,0,108.0,82,-1,-1,-1,-1,-1
126,12,0,95.0,55,73,-1,-1,-1,-1
127,12,0,118.0,85,-1,-1,-1,-1,-1
61,13,7,43.5,93,-1,-1,-1,-1,-1
62,13,7,48.6,83,-1,-1,-1,-1,-1
63,13,7,40.8,79,-1,-1,-1,-1,-1
64,13,7,44.1,87,-1,-1,-1,-1,-1
65,13,7,39.3,92,-1,-1,-1,-1,-1
66,13,7,6.1,17,98,-1,-1,-1,-1
67,13,7,15.7,19,94,-1,-1,-1,-1
68,13,6,34.0,79,-1,-1,-1,-1,-1
69,13,6,55.6,80,-1,-1,-1,-1,-1
70,13,6,57.2,66,78,-1,-1,-1,-1
71,13,6,57.6,49,43,-1,-1,-1,-1
72,13,6,61.6,32,50,19,36,-1,-1
73,13,6,56.0,68,76,-1,-1,-1,-1
74,13,6,35.2,79,-1,-1,-1,-1,-1
75,13,6,65.6,76,-1,-1,-1,-1,-1
76,13,6,62.4,92,-1,-1,-1,-1,-1
77,13,6,60.0,79,-1,-1,-1,-1,-1
78,13,5,78.5,67,-1,-1,-1,-1,-1
79,13,5,48.0,77,-1,-1,-1,-1,-1
80,13,5,58.5,71,27,77,30,-1,-1
81,13,5,60.0,80,-1,-1,-1,-1,-1
82,13,5,40.0,72,-1,-1,-1,-1,-1
83,13,5,54.5,90,58,-1,-1,-1,-1
84,13,5,80.5,3,58,62,-1,-1,-1
85,13,5,55.5,51,88,-1,-1,-1,-1
86,13,5,95.5,84,-1,-1,-1,-1,-1
87,13,5,80.0,48,58,26,10,-1,-1
88,13,5,88.0,33,67,-1,-1,-1,-1
89,13,4,31.0,81,-1,-1,-1,-1,-1
90,13,4,41.4,64,77,-1,-1,-1,-1
91,13,4,100.2,50,67,36,-1,-1,-1
92,13,4,63.8,57,-1,-1,-1,-1,-1
93,13,4,103.2,68,85,-1,-1,-1,-1
94,13,4,97.2,53,39,56,-1,-1,-1
95,13,4,51.4,48,66,67,-1,-1,-1
96,13,3,42.9,96,18,-1,-1,-1,-1
97,13,3,98.0,35,77,-1,-1,-1,-1
98,13,3,96.6,85,69,-1,-1,-1,-1
99,13,3,45.1,90,44,-1,-1,-1,-1
100,13,3,51.7,82,-1,-1,-1,-1,-1
101,13,3,51.0,64,87,76,-1,-1,-1
102,13,3,72.6,16,49,55,46,-1,-1
103,13,3,76.5,78,63,-1,-1,-1,-1
104,13,2,101.6,79,-1,-1,-1,-1,-1
105,13,2,113.6,80,-1,-1,-1,-1,-1
106,13,2,76.2,98,18,-1,-1,-1,-1
107,13,2,116.0,86,-1,-1,-1,-1,-1
108,13,2,108.8,65,21,42,-1,-1,-1
109,13,2,90.8,87,77,-1,-1,-1,-1
110,13,2,121.6,86,-1,-1,-1,-1,-1
111,13,2,101.6,84,-1,-1,-1,-1,-1
112,13,2,100.8,60,-1,-1,-1,-1,-1
113,13,2,89.4,99,42,-1,-1,-1,-1
114,13,2,88.4,86,72,-1,-1,-1,-1
115,13,2,140.0,91,-1,-1,-1,-1,-1
116,13,2,122.4,85,63,-1,-1,-1,-1
117,13,2,118.4,87,72,-1,-1,-1,-1
118,13,2,92.4,86,88,-1,-1,-1,-1
119,13,1,141.3,78,-1,-1,-1,-1,-1
120,13,1,76.2,67,69,-1,-1,-1,-1
121,13,1,93.2,33,95,-1,-1,-1,-1
122,13,1,86.2,87,88,-1,-1,-1,-1
123,13,1,69.7,40,61,-1,-1,-1,-1
124,13,1,149.4,77,61,-1,-1,-1,-1
125,13,1,92.3,83,-1,-1,-1,-1,-1
126,13,1,114.0,39,55,73,-1,-1,-1
127,13,1,107.5,35,85,-1,-1,-1,-1
128,13,0,68.0,0,51,-1,-1,-1,-1
129,13,0,90.0,93,-1,-1,-1,-1,-1
130,13,0,48.0,33,13,-1,-1,-1,-1
131,13,0,98.0,68,-1,-1,-1,-1,-1
132,13,0,134.0,86,-1,-1,-1,-1,-1
133,13,0,106.0,90,-1,-1,-1,-1,-1
134,13,0,107.0,92,-1,-1,-1,-1,-1
135,13,0,122.0,93,-1,-1,-1,-1,-1
68,14,7,46.5,25,79,-1,-1,-1,-1
69,14,7,9.7,101,8,-1,-1,-1,-1
70,14,7,42.9,66,78,-1,-1,-1,-1
71,14,7,43.2,49,43,-1,-1,-1,-1
72,14,7,12.2,60,-1,-1,-1,-1,-1
73,14,7,42.0,76,-1,-1,-1,-1,-1
74,14,7,42.9,22,55,79,-1,-1,-1
75,14,7,49.2,76,-1,-1,-1,-1,-1
76,14,7,46.8,92,-1,-1,-1,-1,-1
77,14,7,45.0,35,79,-1,-1,-1,-1
78,14,6,62.8,65,67,-1,-1,-1,-1
79,14,6,61.6,71,77,62,-1,-1,-1
80,14,6,37.6,74,-1,-1,-1,-1,-1
81,14,6,64.0,80,84,-1,-1,-1,-1
82,14,6,56.0,72,61,-1,-1,-1,-1
83,14,6,70.8,90,-1,-1,-1,-1,-1
84,14,6,30.4,3,40,62,-1,-1,-1
85,14,6,66.0,51,88,-1,-1,-1,-1
86,14,6,76.4,84,-1,-1,-1,-1,-1
87,14,6,64.0,48,58,26,10,-1,-1
88,14,6,70.4,33,17,67,-1,-1,-1
89,14,5,24.5,97,36,-1,-1,-1,-1
90,14,5,69.5,64,73,-1,-1,-1,-1
91,14,5,43.5,75,-1,-1,-1,-1,-1
92,14,5,76.5,57,-1,-1,-1,-1,-1
93,14,5,86.0,68,85,-1,-1,-1,-1
94,14,5,38.0,87,56,-1,-1,-1,-1
95,14,5,38.5,104,30,-1,-1,-1,-1
96,14,4,41.2,65,51,56,-1,-1,-1
97,14,4,20.0,35,78,-1,-1,-1,-1
98,14,4,61.8,85,69,76,-1,-1,-1
99,14,4,97.8,90,-1,-1,-1,-1,-1
100,14,4,84.6,82,-1,-1,-1,-1,-1
101,14,4,84.0,64,87,76,-1,-1,-1
102,14,4,54.8,16,49,68,55,46,-1
103,14,4,66.0,29,78,63,-1,-1,-1
104,14,3,54.9,60,79,-1,-1,-1,-1
105,14,3,40.4,80,100,-1,-1,-1,-1
106,14,3,114.8,98,-1,-1,-1,-1,-1
107,14,3,101.5,86,-1,-1,-1,-1,-1
108,14,3,64.2,65,21,71,42,-1,-1
109,14,3,87.2,87,77,46,-1,-1,-1
110,14,3,77.4,81,101,-1,-1,-1,-1
111,14,3,88.9,84,-1,-1,-1,-1,-1
112,14,3,88.2,60,-1,-1,-1,-1,-1
113,14,3,114.1,99,-1,-1,-1,-1,-1
114,14,3,76.1,66,72,60,-1,-1,-1
115,14,3,122.5,91,-1,-1,-1,-1,-1
116,14,3,84.1,85,29,63,-1,-1,-1
117,14,3,103.6,87,72,-1,-1,-1,-1
118,14,3,107.1,88,-1,-1,-1,-1,-1
119,14,2,88.6,68,78,-1,-1,-1,-1
120,14,2,76.4,34,69,-1,-1,-1,-1
121,14,2,118.4,95,-1,-1,-1,-1,-1
122,14,2,69.4,96,-1,-1,-1,-1,-1
123,14,2,58.4,40,61,15,-1,-1,-1
124,14,2,99.8,48,77,61,-1,-1,-1
125,14,2,117.6,83,-1,-1,-1,-1,-1
126,14,2,88.0,55,39,73,10,-1,-1
127,14,2,95.0,85,76,-1,-1,-1,-1
128,14,1,88.0,0,51,63,-1,-1,-1
129,14,1,123.3,93,-1,-1,-1,-1,-1
130,14,1,69.4,33,55,13,-1,-1,-1
131,14,1,89.0,20,68,-1,-1,-1,-1
132,14,1,100.4,51,86,29,-1,-1,-1
133,14,1,93.4,98,-1,-1,-1,-1,-1
134,14,1,132.3,92,-1,-1,-1,-1,-1
135,14,1,114.0,97,93,-1,-1,-1,-1
136,14,0,100.0,100,-1,-1,-1,-1,-1
137,14,0,119.0,95,-1,-1,-1,-1,-1
138,14,0,82.0,105,-1,-1,-1,-1,-1
139,14,0,141.0,80,-1,-1,-1,-1,-1
140,14,0,83.0,82,-1,-1,-1,-1,-1
141,14,0,123.0,95,-1,-1,-1,-1,-1
142,14,0,98.0,72,61,-1,-1,-1,-1
143,14,0,101.0,67,-1,-1,-1,-1,-1
144,14,0,84.0,100,-1,-1,-1,-1,-1
145,14,0,114.0,75,-1,-1,-1,-1,-1
146,14,0,85.0,51,42,-1,-1,-1,-1
147,14,0,120.0,104,-1,-1,-1,-1,-1
148,14,0,83.0,65,46,-1,-1,-1,-1
149,14,0,75.0,100,-1,-1,-1,-1,-1
78,15,7,47.1,65,67,-1,-1,-1,-1
79,15,7,10.2,54,107,-1,-1,-1,-1
80,15,7,50.7,74,-1,-1,-1,-1,-1
81,15,7,48.0,84,-1,-1,-1,-1,-1
82,15,7,42.0,72,61,30,-1,-1,-1
83,15,7,53.1,90,-1,-1,-1,-1,-1
84,15,7,48.3,3,40,62,-1,-1,-1
85,15,7,49.5,51,71,88,-1,-1,-1
86,15,7,57.3,84,-1,-1,-1,-1,-1
87,15,7,23.0,102,10,-1,-1,-1,-1
88,15,7,26.8,1,108,-1,-1,-1,-1
89,15,6,58.0,97,-1,-1,-1,-1,-1
90,15,6,3.6,82,-1,-1,-1,-1,-1
91,15,6,66.8,75,-1,-1,-1,-1,-1
92,15,6,61.2,57,-1,-1,-1,-1,-1
93,15,6,41.8,85,27,-1,-1,-1,-1
94,15,6,64.8,53,87,56,-1,-1,-1
95,15,6,63.6,104,-1,-1,-1,-1,-1
96,15,5,20.5,80,-1,-1,-1,-1,-1
97,15,5,70.0,35,78,-1,-1,-1,-1
98,15,5,35.0,85,69,61,-1,-1,-1
99,15,5,81.5,90,-1,-1,-1,-1,-1
100,15,5,70.5,82,-1,-1,-1,-1,-1
101,15,5,31.0,64,102,-1,-1,-1,-1
102,15,5,29.0,82,-1,-1,-1,-1,-1
103,15,5,39.5,4,106,-1,-1,-1,-1
104,15,4,36.2,69,60,-1,-1,-1,-1
105,15,4,85.2,80,100,-1,-1,-1,-1
106,15,4,98.4,98,-1,-1,-1,-1,-1
107,15,4,43.0,86,78,-1,-1,-1,-1
108,15,4,39.6,1,21,71,-1,-1,-1
109,15,4,67.6,87,9,-1,-1,-1,-1
110,15,4,91.2,81,-1,-1,-1,-1,-1
111,15,4,35.2,99,-1,-1,-1,-1,-1
112,15,4,75.6,60,-1,-1,-1,-1,-1
113,15,4,97.8,99,-1,-1,-1,-1,-1
114,15,4,55.8,90,-1,-1,-1,-1,-1
115,15,4,105.0,91,-1,-1,-1,-1,-1
116,15,4,91.8,85,29,63,-1,-1,-1
117,15,4,56.8,64,72,-1,-1,-1,-1
118,15,4,91.8,88,-1,-1,-1,-1,-1
119,15,3,74.9,64,78,-1,-1,-1,-1
120,15,3,53.6,34,69,23,-1,-1,-1
121,15,3,103.6,95,-1,-1,-1,-1,-1
122,15,3,64.6,102,87,-1,-1,-1,-1
123,15,3,54.1,44,61,-1,-1,-1,-1
124,15,3,116.2,48,77,61,-1,-1,-1
125,15,3,102.9,82,83,-1,-1,-1,-1
126,15,3,87.0,55,39,73,26,10,-1
127,15,3,78.5,74,-1,-1,-1,-1,-1
128,15,2,68.0,32,0,63,-1,-1,-1
129,15,2,76.6,44,93,-1,-1,-1,-1
130,15,2,40.8,103,13,-1,-1,-1,-1
131,15,2,68.0,104,-1,-1,-1,-1,-1
132,15,2,82.8,51,86,11,29,62,-1
133,15,2,108.8,98,90,-1,-1,-1,-1
134,15,2,117.6,92,-1,-1,-1,-1,-1
135,15,2,128.0,97,-1,-1,-1,-1,-1
136,15,1,95.1,80,100,-1,-1,-1,-1
137,15,1,136.8,95,-1,-1,-1,-1,-1
138,15,1,123.3,105,-1,-1,-1,-1,-1
139,15,1,125.1,80,87,-1,-1,-1,-1
140,15,1,121.5,82,-1,-1,-1,-1,-1
141,15,1,98.7,103,95,-1,-1,-1,-1
142,15,1,111.7,90,-1,-1,-1,-1,-1
143,15,1,94.9,74,-1,-1,-1,-1,-1
144,15,1,124.2,100,-1,-1,-1,-1,-1
145,15,1,132.3,75,-1,-1,-1,-1,-1
146,15,1,97.1,51,4,42,-1,-1,-1
147,15,1,127.8,104,-1,-1,-1,-1,-1
148,15,1,82.6,93,-1,-1,-1,-1,-1
149,15,1,134.1,100,-1,-1,-1,-1,-1
150,15,0,102.0,99,-1,-1,-1,-1,-1
151,15,0,80.0,84,93,-1,-1,-1,-1
152,15,0,106.0,96,-1,-1,-1,-1,-1
153,15,0,129.0,108,-1,-1,-1,-1,-1
154,15,0,98.0,82,2,-1,-1,-1,-1
155,15,0,115.0,70,-1,-1,-1,-1,-1
156,15,0,85.0,74,-1,-1,-1,-1,-1
157,15,0,113.0,109,-1,-1,-1,-1,-1
158,15,0,113.0,94,-1,-1,-1,-1,-1
159,15,0,113.0,88,-1,-1,-1,-1,-1
160,15,0,103.0,57,91,-1,-1,-1,-1
161,15,0,59.0,98,-1,-1,-1,-1,-1
162,15,0,112.0,107,-1,-1,-1,-1,-1
89,16,7,43.5,97,-1,-1,-1,-1,-1
90,16,7,41.7,64,82,73,-1,-1,-1
91,16,7,50.1,75,-1,-1,-1,-1,-1
92,16,7,45.9,57,-1,-1,-1,-1,-1
93,16,7,24.6,113,27,-1,-1,-1,-1
94,16,7,48.6,53,87,39,56,-1,-1
95,16,7,47.7,104,-1,-1,-1,-1,-1
96,16,6,54.8,96,-1,-1,-1,-1,-1
97,16,6,56.0,35,78,-1,-1,-1,-1
98,16,6,28.2,69,61,63,-1,-1,-1
99,16,6,12.2,74,-1,-1,-1,-1,-1
100,16,6,56.4,82,73,78,-1,-1,-1
101,16,6,56.0,102,-1,-1,-1,-1,-1
102,16,6,23.2,82,19,-1,-1,-1,-1
103,16,6,66.0,24,106,29,78,-1,-1
104,16,5,63.5,69,60,79,-1,-1,-1
105,16,5,18.0,83,-1,-1,-1,-1,-1
106,16,5,82.0,98,-1,-1,-1,-1,-1
107,16,5,33.5,109,-1,-1,-1,-1,-1
108,16,5,36.0,70,-1,-1,-1,-1,-1
109,16,5,49.0,49,9,-1,-1,-1,-1
110,16,5,76.0,81,-1,-1,-1,-1,-1
111,16,5,63.5,99,-1,-1,-1,-1,-1
112,16,5,17.0,113,60,-1,-1,-1,-1
113,16,5,81.5,99,-1,-1,-1,-1,-1
114,16,5,47.5,60,110,-1,-1,-1,-1
115,16,5,37.5,103,-1,-1,-1,-1,-1
116,16,5,47.5,98,-1,-1,-1,-1,-1
117,16,5,38.0,80,64,72,-1,-1,-1
118,16,5,51.5,88,79,-1,-1,-1,-1
119,16,4,59.2,109,-1,-1,-1,-1,-1
120,16,4,28.8,34,23,30,-1,-1,-1
121,16,4,88.8,95,-1,-1,-1,-1,-1
122,16,4,94.8,96,-1,-1,-1,-1,-1
123,16,4,85.8,40,44,61,15,-1,-1
124,16,4,67.6,107,-1,-1,-1,-1,-1
125,16,4,88.2,83,-1,-1,-1,-1,-1
126,16,4,56.0,96,-1,-1,-1,-1,-1
127,16,4,87.0,74,76,-1,-1,-1,-1
128,16,3,63.0,102,-1,-1,-1,-1,-1
129,16,3,51.9,96,-1,-1,-1,-1,-1
130,16,3,88.2,103,-1,-1,-1,-1,-1
131,16,3,105.0,104,-1,-1,-1,-1,-1
132,16,3,61.2,48,32,11,29,62,-1
133,16,3,70.2,102,-1,-1,-1,-1,-1
134,16,3,102.9,92,-1,-1,-1,-1,-1
135,16,3,112.0,97,-1,-1,-1,-1,-1
136,16,2,87.2,80,100,44,-1,-1,-1
137,16,2,85.6,49,95,-1,-1,-1,-1
138,16,2,109.6,105,-1,-1,-1,-1,-1
139,16,2,113.2,80,33,87,-1,-1,-1
140,16,2,64.0,97,-1,-1,-1,-1,-1
141,16,2,94.4,110,95,-1,-1,-1,-1
142,16,2,122.4,72,90,61,-1,-1,-1
143,16,2,74.8,107,-1,-1,-1,-1,-1
144,16,2,64.4,105,-1,-1,-1,-1,-1
145,16,2,77.6,75,92,-1,-1,-1,-1
146,16,2,86.2,51,8,42,-1,-1,-1
147,16,2,91.6,23,104,-1,-1,-1,-1
148,16,2,76.2,27,93,-1,-1,-1,-1
149,16,2,66.2,102,-1,-1,-1,-1,-1
150,16,1,85.5,70,-1,-1,-1,-1,-1
151,16,1,106.8,32,84,93,-1,-1,-1
152,16,1,126.9,96,-1,-1,-1,-1,-1
153,16,1,135.9,108,-1,-1,-1,-1,-1
154,16,1,103.6,1,82,2,-1,-1,-1
155,16,1,135.9,70,-1,-1,-1,-1,-1
156,16,1,117.9,74,-1,-1,-1,-1,-1
157,16,1,143.1,109,-1,-1,-1,-1,-1
158,16,1,121.5,94,-1,-1,-1,-1,-1
159,16,1,98.1,88,29,-1,-1,-1,-1
